Communicating,CFA Interdisciplinary,62-150,Introduction to Media Synthesis and Analysis,N,N,
Communicating,Economics,73-270,Writing for Economists,Y,N,
Communicating,Engineering and Public Policy,19-325,Technology and Policy Writing for Lay Audiences,N,N,
Communicating,English,76-100,Reading and Writing in an Academic Context,N,N,
Communicating,English,76-101,Interpretation and Argument,N,N,
Communicating,English,76-270,Writing for the Professions,N,N,
Communicating,English,76-272,Language in Design,N,N,
Communicating,English,76-273,Presenting a Public Self,Y,N,
Communicating,English,76-285,Team Communication,Y,N,
Communicating,English,76-318,Communicating in the Global Marketplace,N,N,
Communicating,English,76-321,History of the British Novel,Y,N,
Communicating,English,76-325,Intertextuality,Y,N,
Communicating,English,76-355,"Leadership, Dialogue and Change (CL 76-755)",Y,N,
Communicating,English,76-357,"Language, Power and the Law",N,N,
Communicating,English,76-366,Symphonic Poetry: Art of Journaling and Revision,Y,N,
Communicating,English,76-372,News Writing (CL 76-772),Y,N,
Communicating,English,76-377,Rhetoric of Fiction,N,N,
Communicating,English,76-378,Literacy: Educational Theory & Community Practice,N,N,
Communicating,English,76-385,Introduction to Discourse Analysis (CL 76-785),Y,N,
Communicating,English,76-386,Language and Culture,N,N,
Communicating,English,76-387,Sociolinguistics,N,N,
Communicating,English,76-389,Rhetorical Grammar (CL 76-789),Y,N,
Communicating,English,76-393,Rhetorical Traditions,N,N,
Communicating,English,76-395,Science Writing,Y,N,
Communicating,English,76-396,"Non-Profit Advocacy: Genres, Methods, and Issues",Y,N,
Communicating,English,76-427,Research Writing Pedagogy,Y,N,
Communicating,English,76-428,Visual Verbal Communication,Y,N,
Communicating,English,76-474,Software Documentaries,Y,N,
Communicating,English,76-475,"Law, Performance, and Identity",N,N,
Communicating,English,76-476,Rhetoric of Science,Y,N,
Communicating,English,76-481,Introduction to Multimedia Design,Y,N,
Communicating,English,76-491,Rhetorical Analysis,Y,N,
Communicating,English,76-494,Healthcare Communication (CL 76794),Y,N,
Communicating,English,760-286,Oral Communication,Y,N,
Communicating,Institute for Politics and Strategy,84-343,Language and Power: How to Understand and Use Political Speech,N,N,
Communicating,Modern Languages,82-101,Elementary French I,N,N,
Communicating,Modern Languages,82-102,Elementary French II,Y,N,
Communicating,Modern Languages,82-103,Elementary French I online,N,N,
Communicating,Modern Languages,82-104,Elementary French II online,Y,N,
Communicating,Modern Languages,82-111,Elementary Arabic I,N,N,
Communicating,Modern Languages,82-112,Elementary Arabic II,N,N,
Communicating,Modern Languages,82-114,Beginning Arabic for Global Exchange,N,N,
Communicating,Modern Languages,82-115,Arabic for Oral Communication,N,N,
Communicating,Modern Languages,82-117,Arabic Conversation & Dialect I,N,N,
Communicating,Modern Languages,82-118,Arabic Conversation & Dialect II,Y,N,
Communicating,Modern Languages,82-121,Elementary German I,N,N,
Communicating,Modern Languages,82-122,Elementary German II,Y,N,
Communicating,Modern Languages,82-123,Directed Language Study: Elementary German I & II,N,N,
Communicating,Modern Languages,82-131,Elementary Chinese I,N,N,
Communicating,Modern Languages,82-132,Elementary Chinese II,Y,N,
Communicating,Modern Languages,82-133,Elementary Chinese Online I,N,N,
Communicating,Modern Languages,82-134,Elementary Chinese Online II,Y,N,
Communicating,Modern Languages,82-135,Elementary Chinese for Heritage Students,N,N,
Communicating,Modern Languages,82-141,Elementary Spanish I,N,N,
Communicating,Modern Languages,82-142,Elementary Spanish II,Y,N,
Communicating,Modern Languages,82-143,Elementary Spanish I Online,N,N,
Communicating,Modern Languages,82-144,Elementary Spanish II Online,Y,N,
Communicating,Modern Languages,82-161,Elementary Italian I,N,N,
Communicating,Modern Languages,82-162,Elementary Italian II,Y,N,
Communicating,Modern Languages,82-163,Directed Language Study: Elementary Italian I or II,N,N,
Communicating,Modern Languages,82-171,Elementary Japanese I,N,N,
Communicating,Modern Languages,82-172,Elementary Japanese II,Y,N,
Communicating,Modern Languages,82-173,Introduction to Japanese I,N,N,
Communicating,Modern Languages,82-174,Introduction to Japanese II,N,N,
Communicating,Modern Languages,82-191,Elementary Russian I,N,N,
Communicating,Modern Languages,82-192,Elementary Russian II,Y,N,
Communicating,Modern Languages,82-201,Intermediate French I,Y,N,
Communicating,Modern Languages,82-202,Intermediate French II,Y,N,
Communicating,Modern Languages,82-211,Intermediate Arabic I,Y,N,
Communicating,Modern Languages,82-212,Intermediate Arabic II,Y,N,
Communicating,Modern Languages,82-221,Intermediate German I,Y,N,
Communicating,Modern Languages,82-222,Intermediate German II,Y,N,
Communicating,Modern Languages,82-231,Intermediate Chinese I,Y,N,
Communicating,Modern Languages,82-232,Intermediate Chinese II,Y,N,
Communicating,Modern Languages,82-235,Intensive Intermediate Chinese,Y,N,
Communicating,Modern Languages,82-241,Intermediate Spanish I,Y,N,
Communicating,Modern Languages,82-242,Intermediate Spanish II,Y,N,
Communicating,Modern Languages,82-261,Intermediate Italian I,Y,N,
Communicating,Modern Languages,82-262,Intermediate Italian II,Y,N,
Communicating,Modern Languages,82-271,Intermediate Japanese I,Y,N,
Communicating,Modern Languages,82-272,Intermediate Japanese II,Y,N,
Communicating,Modern Languages,82-280,Learning about Language Learning,N,Y,
Communicating,Modern Languages,82-291,Intermediate Russian I,Y,N,
Communicating,Modern Languages,82-292,Intermediate Russian II,Y,N,
Communicating,Modern Languages,82-331,Advanced Chinese I,Y,N,
Communicating,Modern Languages,82-332,Advanced Chinese II,Y,N,
Communicating,Modern Languages,82-334,Structure of Chinese,Y,N,
Communicating,Modern Languages,82-335,Selected Readings in Chinese,Y,N,
Communicating,Modern Languages,82-337,Chinese for Oral Communication I,Y,N,
Communicating,Modern Languages,82-338,Chinese for Oral Communication II,Y,N,
Communicating,Modern Languages,82-371,Advanced Japanese I,Y,N,
Communicating,Modern Languages,82-372,Advanced Japanese II,Y,N,
Communicating,Modern Languages,82-373,Structure of the Japanese Language,N,N,
Communicating,Modern Languages,82-374,Technical Japanese,Y,N,
Communicating,Modern Languages,82-383,Introduction to Second Language Acquisition,N,N,
Communicating,Modern Languages,82-388,Understanding Second Language Fluency,N,N,
Communicating,Modern Languages,82-391,Advanced Russian I,Y,N,
Communicating,Modern Languages,82-392,Advanced Russian II,Y,N,
Communicating,Modern Languages,82-436,Introduction to Classical Chinese,Y,N,
Communicating,Modern Languages,82-443,Spanish Reading and Translation Workshop,Y,N,
Communicating,Modern Languages,82-444,The Structure of Spanish,Y,N,
Communicating,Philosophy,80-180,The Nature of Language,N,N,
Communicating,Philosophy,80-280,Linguistic Analysis,Y,N,
Communicating,Philosophy,80-281,Language and Thought,N,N,
Communicating,Philosophy,80-282,Phonetics and Phonology (CL 80782),Y,N,
Communicating,Philosophy,80-283,Syntax and Discourse,Y,N,
Communicating,Philosophy,80-285,Natural Language Syntax,N,N,
Communicating,Philosophy,80-286,Words and Word Formation: Introduction to Morphology,Y,N,
Communicating,Philosophy,80-287,Historical & Comparative Linguistics,,,
Communicating,Philosophy,80-380,Philosophy of Language,Y,N,
Communicating,Philosophy,80-381,Meaning in Language,Y,N,
Communicating,Philosophy,80-383,Language in Use,Y,N,
Communicating,Philosophy,80-384,Linguistics of Turkic Languages,,,
Communicating,Philosophy,80-385,Linguistics of Germanic Languages,N,N,
Creating,Architecture,48-095,Spatial Concepts for Non-Architects I,N,N,
Creating,Architecture,48-130,Architectural Drawing I: A Tactile Foundation,N,N,
Creating,Architecture,48-135,Architectural Drawing 2: Appearance,Y,N,
Creating,Architecture,48-240,Historical Survey of World Architecture & Urbanism I,Y,N,
Creating,Architecture,48-241,Historical Survey of World Architecture & Urbanism II,Y,N,
Creating,Architecture,48-332,Architecture Explorations: Teaching & Learning,N,N,
Creating,Architecture,48-333,Architecture Explorations,N,N,
Creating,Architecture,48-340,Modern Architecture and Theory 1900-1945,Y,N,
Creating,Architecture,48-343,American Built Environment,Y,N,
Creating,Architecture,48-348,Architectural History of Mexico & Guatemala,Y,N,
Creating,Architecture,48-350,Postwar Modern Architecture and Theory,Y,N,
Creating,Architecture,48-355,Perspective,Y,N,
Creating,Architecture,48-356,Color Drawing,Y,N,
Creating,Architecture,48-368,"Rediscovering Antiquities: Travelers, Archeologists & Architects in Mediterranean",Y,N,
Creating,Architecture,48-371,American House and Housing,Y,N,
Creating,Architecture,48-448,History of Sustainable Architecture,N,N,
Creating,Architecture,48-477,Undergraduate Making Things Interactive,N,N,
Creating,Art,60-101,Concept Studio I,N,N,
Creating,Art,60-102,Concept Studio II,N,N,
Creating,Art,60-104,Contemporary Issues Forum,N,N,
Creating,Art,60-110,Electronic Media Studio I,N,N,
Creating,Art,60-130,3-D Media Studio II,N,N,
Creating,Art,60-141,Black and White Photography I (CL 62-141),N,N,
Creating,Art,60-150,2D Media Studio I: Drawing,N,N,
Creating,Art,60-151,Two-Dimensional Media Studio II: Drawing,N,N,
Creating,Art,60-157,Drawing for Nonmajors,N,N,
Creating,Art,60-201,Concept Studio II,N,N,
Creating,Art,60-202,Concept Studio III,N,N,
Creating,Art,60-203,Concept Studio: Networked Narrative,,,
Creating,Art,60-205,Modern Visual Culture: 1789-1945,N,N,
Creating,Art,60-206,Contemporary Visual Culture: 1960 to the Present,N,N,
Creating,Art,60-210,Electronic Media Studio II,N,N,
Creating,Art,60-223,Introduction to Physical Computing (CL 16-223),N,N,
Creating,Art,60-230,3-D Media Studio II,N,N,
Creating,Art,60-241,Black and White Photography II (CL 62-241),Y,N,
Creating,Art,60-245,Portrait Photography (CL 62-245),Y,N,
Creating,Art,60-250,2D Media Studio: Painting,N,N,
Creating,Art,60-251,2D Media Studio: Print Media,N,N,
Creating,Art,60-268,Neurophoto (CL 62-268),Y,N,
Creating,Art,60-301,Contextual Practice,N,N,
Creating,Art,60-302,Making Connections: Individual Projects in the Community,N,N,
Creating,Art,60-340,The Ballet Russe (The Russian Ballet and its Artists),,,
Creating,Art,60-351,Art & Religion (crosslisted with 79-325),N,N,
Creating,Art,60-353,High and Popular Culture in the Arts,N,N,
Creating,Art,60-354,"Art, Aesthetics and Literature",N,N,
Creating,Art,60-355,Rights to Representation: Indigenous People and their Media (CL 79-278),Y,N,
Creating,Art,60-356,Art from 1965 to the Present,N,N,
Creating,Art,60-358,Art and Biology,N,N,
Creating,Art,60-364,New Technologies and Artists’ Tools,N,N,
Creating,Art,60-371,Breathless: International New Wave Cinemas,N,N,
Creating,Art,60-372,Critical Theory,N,N,
Creating,Art,60-373,Aesthetics from a Global Viewpoint,,,
Creating,Art,60-375,"Art History/Theory: Contemporary Likeness, Identity and Culture",N,N,
Creating,Art,60-376,Large Format Photography: The Antiquarian Avant-Garde (CL 62-375),Y,N,
Creating,Art,60-380,Color Photography and Digital Output (CL 62-381)),Y,N,
Creating,Art,60-381,Museums and other Exhibition Spaces,,,
Creating,Art,60-387,Special Topics,,,
Creating,Art,60-388,"Special Topics: The Power of the Art Market - Artists, Curators, Collectors, and Audiences",N,N,
Creating,Art,60-390,Special Topics: Museums in the Digital Age,,,
Creating,Art,60-391,Special Topics,N,N,
Creating,Art,60-398,Social History and Animation,N,N,
Creating,Art,60-409,Advanced ETB: Video & Performance,Y,N,
Creating,Art,60-412,"Interactive Art and Computational Design (CL 51-482, 62-726)",Y,N,
Creating,Art,60-414,Advanced ETB: Animation Art and Technology (CL 15-465),Y,N,
Creating,Art,60-415,Advanced ETB: Animation,Y,N,
Creating,Art,60-416,Advanced ETB: Documentary Storytelling,Y,N,
Creating,Art,60-417,Advanced ETB: Video,Y,N,
Creating,Art,60-418,Advanced ETB: The Interactive Image,N,N,
Creating,Art,60-420,Advanced ETB: Interactive/Reactive Environments: Circuit Bending,Y,N,
Creating,Art,60-421,Advanced ETB: Experimental Sound,Y,N,
Creating,Art,60-422,Advanced ETB: Experimental Animation,N,N,
Creating,Art,60-424,Advanced CP/ETB: Special topic: Performance Art,Y,N,
Creating,Art,60-426,Advanced ETB/SIS: Special Topic,N,N,
Creating,Art,60-427,Advanced ETB: Special Topic,N,N,
Creating,Art,60-429,Advanced ETB: Special Topic,N,N,
Creating,Art,60-430,Advanced SIS: Open Sculpture,Y,N,
Creating,Art,60-431,Advanced SIS: Installation,Y,N,
Creating,Art,60-432,Advanced SIS: Special Topic,Y,N,
Creating,Art,60-433,Advanced SIS: Clay,Y,N,
Creating,Art,60-434,Advanced SIS: Foundry,Y,N,
Creating,Art,60-435,Advanced SIS: Metals,Y,N,
Creating,Art,60-437,Advanced SIS: Environmental Sculpture,N,N,
Creating,Art,60-438,Advanced SIS: Intimate Objects,N,N,
Creating,Art,60-446,Advanced SIS Special Topic,N,N,
Creating,Art,60-447,"Advanced SIS: Special Topic: Critical Robotics - useless robot, uncanny gesture",N,N,
Creating,Art,60-448,Advanced CP Special Topic: Temporary Art in Public Space,N,N,
Creating,Art,60-449,Advanced CP: Experimental Talk Show LAB,N,N,
Creating,Art,60-450,Advanced PDP: Drawing,Y,N,
Creating,Art,60-451,Advanced DP3,N,N,
Creating,Art,60-453,Advanced DP3: Painting,Y,N,
Creating,Art,60-455,Advanced PDP: Intaglio,Y,N,
Creating,Art,60-456,Advanced PDP: Lithography,N,N,
Creating,Art,60-457,Advanced PDP: Idea Generation,N,N,
Creating,Art,60-458,Advanced PDP: Serigraphy,N,N,
Creating,Art,60-462,Advanced PDP: Two Dimensional Mixed Media,Y,N,
Creating,Art,60-463,Advanced PDP: Print/Draw,N,N,
Creating,Art,60-465,Advanced PDP: bioGRAPHICAL,Y,N,
Creating,Art,60-467,Advanced PDP: Printstallation: Hybrid Works and Collaborative Projects,Y,N,
Creating,Art,60-471,"Advanced PDP Drawing: The Figure, Anatomy and Expression",N,N,
Creating,Art,60-472,Mutable Landscape: Drawing and the Digital Photographic Image (CL 62-165),N,N,
Creating,Art,60-473,Advanced PDP Special Topic,Y,N,
Creating,Art,60-474,Advanced DP3 Special Topic,Y,N,
Creating,Art,60-475,Advanced CP/PDP Special Topic,N,N,
Creating,Art,60-486,The Art and Science of Color,N,N,
Creating,Art,60-540,The Artist as Entrepreneur,N,N,
Creating,Business Administration,70-350,Acting for Business,N,N,
Creating,Carnegie Mellon University-Wide Studies,99-241,Revolutions of Circularity,N,N,
Creating,Center for Arts and Society,64-300,CAS Fall Fellow,N,N,
Creating,Center for Arts and Society,64-401,"Contemporary Poetry, Politics, and Publics",N,N,
Creating,CFA Interdisciplinary,62-010,Pittsburgh Filmmakers,N,N,
Creating,CFA Interdisciplinary,62-102,Modern Dance (Fall),N,N,
Creating,CFA Interdisciplinary,62-103,Modern Dance (spring),N,N,
Creating,CFA Interdisciplinary,62-141,Black and White Photography I (CL 60-141),N,N,
Creating,CFA Interdisciplinary,62-165,Mutable Landscape: Drawing and the Digital Photographic Image (CL 60-4725),N,N,
Creating,CFA Interdisciplinary,62-232,Art + the Brain (CL 66-232),N,N,
Creating,CFA Interdisciplinary,62-241,Black and White Photography II (CL 60-241),Y,N,
Creating,CFA Interdisciplinary,62-245,Portrait Photography (Cl 60-245),Y,N,
Creating,CFA Interdisciplinary,62-268,Neurophoto (CL 60-268),Y,N,
Creating,CFA Interdisciplinary,62-326,Photographic Narrative (CL 51-321),N,N,
Creating,CFA Interdisciplinary,62-358,Art and Biology (CL 60-358),N,N,
Creating,CFA Interdisciplinary,62-360,Photographers and Photography Since World War II,N,N,
Creating,CFA Interdisciplinary,62-371,"Photography, The First 100 Years",N,N,
Creating,CFA Interdisciplinary,62-375,Large Format Photography: The Antiquarian Avant-Garde (CL 60-376),Y,N,
Creating,CFA Interdisciplinary,62-381,Color Photography and Digital Output (CL 60380),Y,N,
Creating,CFA Interdisciplinary,62-398,Interdisciplinary Independent Study: Topics in Photography,N,N,
Creating,CFA Interdisciplinary,62-483,Growing Theatre Community Outreach (Fall),N,N,
Creating,CFA Interdisciplinary,62-484,Growing Theatre Community Outreach (Spring),N,N,
Creating,Computer Science,15-322,Introduction to Computer Music,Y,N,
Creating,Computer Science,15-365,Experimental Animation,Y,N,
Creating,Computer Science,15-465,Advancted ETB: Animation and Technology,Y,N,
Creating,Design,51-173,Human Experience in Design,N,N,
Creating,Design,51-231,Calligraphy I,N,N,
Creating,Design,51-232,Calligraphy II,Y,N,
Creating,Design,51-261,Communication Design Fundamentals: Design for Interactions for Communications,N,N,
Creating,Design,51-262,Communication Design Fundamentals,N,N,
Creating,Design,51-264,Product Design Fundementals: Design for Interactions for Products,N,N,
Creating,Design,51-321,Photographic Narrative,Y,N,
Creating,Design,51-375,Meaning in Images,N,N,
Creating,Design,51-396,Design Ethos & Action,N,N,
Creating,Design,51-425,Beginning Book Arts Lab (fall),N,N,
Creating,Design,51-426,Beginning Book Arts Lab (spring),N,N,
Creating,Design,51-427,Advanced Book Arts Workshop,N,N,
Creating,Design,51-482,"Interactive Art and Computational Design (CL60-412, 62-726)",N,N,
Creating,Dietrich College Interdisciplinary,66-232,Art + The Brain (CL 62-232),N,N,
Creating,Drama,54-109,Dramaturgy I: Approaches to Text,N,N,
Creating,Drama,54-134,Introduction to Writing for Television,N,N,
Creating,Drama,54-135,The Basics of Self-Producing: How to Put Up Your Show in NYC,N,N,
Creating,Drama,54-162,Introduction to Costume Design,N,N,
Creating,Drama,54-163,Production for Non-Majors,N,N,
Creating,Drama,54-177,Foundations of Drama I,N,N,
Creating,Drama,54-184,Introduction to Production Dramaturgy,N,N,
Creating,Drama,54-187,Introduction to Playwriting (fall) (CL 62-187),N,N,
Creating,Drama,54-188,Introduction to Playwriting (spring),N,N,
Creating,Drama,54-189,Advanced Writing for Television,Y,N,
Creating,Drama,54-190,Advanced Playwriting (spring),Y,N,
Creating,Drama,54-191,Acting for Non-Majors,N,N,
Creating,Drama,54-193,Intro to Screenwriting (fall) (CL 62-193),N,N,
Creating,Drama,54-194,Intro to Screenwriting (spring),N,N,
Creating,Drama,54-195,Writing Satire for the Stage,N,N,
Creating,Drama,54-196,Advanced Screenwriting,Y,N,
Creating,Drama,54-227,How to Write a Shakespeare Play,N,N,
Creating,Drama,54-239,History of Architecture and Décor 1 (fall),N,N,
Creating,Drama,54-240,History of Architecture and Décor 2 (spring),N,N,
Creating,Drama,54-245,History of Clothing 1,N,N,
Creating,Drama,54-246,History of Clothing 2,Y,N,
Creating,Drama,54-281,Foundations of Drama II,Y,Y,
Creating,Drama,54-363,Dramaturgy 5: Devised and Documentary Theatre,Y,N,
Creating,Electrical & Computer Engineering,18-090,Twisted Signals: Multimedia Processing for the Arts,N,N,
Creating,English,76-206,Introduction to Creative Writing,,,
Creating,English,76-245,Shakespeare: Tragedies & Histories,N,N,
Creating,English,76-247,Shakespeare: Comedies & Romances,N,N,
Creating,English,76-260,Survey of Forms: Fiction,N,N,
Creating,English,76-261,Survey of Forms: Non-Fiction,N,N,
Creating,English,76-263,Survey of Forms: Playawriting,Y,N,
Creating,English,76-265,Survey of Forms: Poetry,N,N,
Creating,English,76-266,Survey of Forms: Creative Non-Fiction,N,N,
Creating,English,76-268,Survey of Forms: Drama,N,N,
Creating,English,76-269,Survey of Forms: Screenwriting,N,N,
Creating,English,76-362,Reading in Forms,Y,N,
Creating,English,76-363,Reading in Forms: Poetry,N,N,
Creating,English,76-364,Readings in Forms: Fiction,N,N,
Creating,English,76-375,Magazine Writing,Y,N,
Creating,English,76-489,Advanced Document & Information Design (CL 76-889),Y,N,
Creating,Entertainment Technology Center,53-609,Game Design,N,N,
Creating,History,79-316,"Photography, the First 100 Years, 1839-1939",N,N,
Creating,History,79-317,"Art, Anthropology, and Empire",N,N,
Creating,History,79-328,Photographers and Photography Since World War II (CL 62-360),N,N,
Creating,History,79-357,History of Black American Music (CL 57-480),N,N,
Creating,History,79-395,The Arts in Pittsburgh,N,N,
Creating,History,79-396,Music and Society in 19th and 20th Centure Europe and the U.S.,N,N,
Creating,Modern Languages,82-137,Chinese Calligraphy: Culture and Skills,,,
Creating,Music,57-101,Introduction to Music Technology,N,N,
Creating,Music,57-103,Elective Studio (Beginning Piano Class),N,N,
Creating,Music,57-105,"Elective Studio (Jazz Piano I Class, fall semester)",N,N,
Creating,Music,57-106,"Elective Studio (Jazz Piano I Class, spring semester)",N,N,
Creating,Music,57-107,"Elective Studio (Jazz Piano II Class, fall semester)",N,N,
Creating,Music,57-108,"Elective Studio (Jazz Piano II Class, spring semester)",N,N,
Creating,Music,57-109,Elective Studio (Guitar Class),N,N,
Creating,Music,57-110,Elective Studio (Voice Class),N,N,
Creating,Music,57-117,Chorus,N,N,
Creating,Music,57-118,Instrumental Ensemble,N,N,
Creating,Music,57-120,Elective Studio (Voice),N,N,
Creating,Music,57-121,Elective Studio (Piano),N,N,
Creating,Music,57-122,Elective Studio (Organ),N,N,
Creating,Music,57-123,Elective Studio (Harp),N,N,
Creating,Music,57-125,Elective Studio (Violin),N,N,
Creating,Music,57-126,Elective Studio (Viola),N,N,
Creating,Music,57-127,Elective Studio (Cello),N,N,
Creating,Music,57-128,Elective Studio (Double Bass),N,N,
Creating,Music,57-129,Elective Studio (Guitar),N,N,
Creating,Music,57-130,Elective Studio (Flute),N,N,
Creating,Music,57-131,Elective Studio (Oboe),N,N,
Creating,Music,57-132,Elective Studio (Clarinet),N,N,
Creating,Music,57-133,Elective Studio (Bassoon),N,N,
Creating,Music,57-134,Elective Studio (Saxophone),N,N,
Creating,Music,57-135,Elective Studio (Horn),N,N,
Creating,Music,57-136,Elective Studio (Trumpet),N,N,
Creating,Music,57-137,Elective Studio (Trombone),N,N,
Creating,Music,57-138,Elective Studio (Euphonium),N,N,
Creating,Music,57-139,Elective Studio (Tuba),N,N,
Creating,Music,57-140,Elective Studio (Percussion),N,N,
Creating,Music,57-141,Elective Studio (Composition),N,N,
Creating,Music,57-142,Elective Studio (Bagpipes),N,N,
Creating,Music,57-143,Elective Studio (Alexander Technique I),N,N,
Creating,Music,57-144,Elective Studio (Jazz Improv),N,N,
Creating,Music,57-145,Elective Studio (Alexander Technique II),N,N,
Creating,Music,57-149,Basic Harmony I,N,N,
Creating,Music,57-152,Harmony I,N,N,
Creating,Music,57-161,Eurhythmics I,N,N,
Creating,Music,57-171,Introduction to Music Technology (self-paced),N,N,
Creating,Music,57-173,Survey of Western Music History,N,Y,
Creating,Music,57-180,Basic Solfege I,N,N,
Creating,Music,57-181,Solfege I,N,N,
Creating,Music,57-185,Advanced Solfege I,N,N,
Creating,Music,57-209,The Beatles,N,N,
Creating,Music,57-227,Jazz Orchestra,N,N,
Creating,Music,57-230,Baroque Ensemble,N,N,
Creating,Music,57-299,Bagpipe and Drum Band,N,N,
Creating,Music,57-337,Sound Recording,N,N,
Creating,Music,57-338,Sound Editing and Mastering,Y,N,
Creating,Music,57-347,Electronic and Computer Music,Y,N,
Creating,Music,57-377,Psychology of Music,N,N,
Creating,Music,57-420,Jazz Vocal Ensemble,N,N,
Creating,Music,57-423,Repertoire Orchestra,N,N,
Creating,Music,57-438,MultiTrack Recording,Y,N,
Creating,Music,57-463,Eurhythmics for Non-Majors,N,N,
Creating,Music,57-477,Music of the Spirit,N,N,
Creating,Music,57-478,Survey of Historical Recording,N,N,
Creating,Music,57-480,History of Black American Music,N,N,
Creating,Philosophy,80-284,Invented Languages,N,N,
Creating,Robotics,16-223,Introduction to Physical Computing (CL 60-223),N,N,
Creating,Statistics,36-315,Statistical Graphics and Visualization,Y,N,
Deciding,Carnegie Mellon University-Wide Studies,99-231,Environmental and Early Warnings,N,N,
Deciding,Economics,73-102,Principles of Microeconomics,N,N,
Deciding,Economics,73-103,Principles of Macroeconomics,N,Y,
Deciding,Economics,73-230,Intermediate Microeconomics,Y,Y,
Deciding,Economics,73-328,Health Economics,Y,N,
Deciding,Economics,73-338,Financial Crises and Risk,Y,N,
Deciding,Economics,73-341,Withing the Firm: Managing Through Incentives,Y,N,
Deciding,Economics,73-353,Economic Foundations of Regulation and Financial Markets (CL 70353),Y,N,
Deciding,Economics,73-372,International Money and Finance,Y,N,
Deciding,Economics,73-407,Fundamentals of Statistical Modeling,Y,N,
Deciding,Economics,73-433,Environmental Policy and Economics,Y,N,
Deciding,Economics,73-469,Global Electronic Markets: Economics and the Internet,Y,N,
Deciding,Engineering and Public Policy,19-211,Ethics and Policy Issues in Computing (CL 08200),N,N,
Deciding,English,76-359,Planning and Testing Documents,Y,N,
Deciding,English,76-420,The Cognition of Reading and Writing: Introduction to a Social/Cognitive Process,Y,N,
Deciding,English,76-492,Rhetoric and Public Policy,Y,N,
Deciding,History,79-342,Introduction to Science and Technology Studies,N,N,
Deciding,Institute for Politics and Strategy,84-104,Decision Processes in American Political Institutions,N,N,
Deciding,Institute for Politics and Strategy,84-309,Political Behavior,N,N,
Deciding,Institute for Politics and Strategy,84-310,International Political Economy and Organization,N,N,
Deciding,Institute for Politics and Strategy,84-319,U.S. Foreign Policy and Interventions in World Affairs,N,N,
Deciding,Institute for Politics and Strategy,84-320,Domestic Politics and International Affairs,N,N,
Deciding,Institute for Politics and Strategy,84-321,Autocrats and Democrats,N,N,
Deciding,Institute for Politics and Strategy,84-322,Nonviolent Conflict and Revolution,N,N,
Deciding,Institute for Politics and Strategy,84-333,"Power and Levers for Change in Washington, DC",N,N,
Deciding,Institute for Politics and Strategy,84-334,Presidential Power in a Constitutional System,N,N,
Deciding,Institute for Politics and Strategy,84-336,Implementing Public Policy: From Good Idea to Reality,N,N,
Deciding,Institute for Politics and Strategy,84-346,Legal Issues in Public Administration,N,N,
Deciding,Institute for Politics and Strategy,84-348,"Advocacy, Policy, and Practice",N,N,
Deciding,Institute for Politics and Strategy,84-362,Diplomacy and Statecraft,N,N,
